tweet_count,city,body,date,hashtags,link,geo,tokenized,cleaned,predicted,pos,neg,neu,compound,sentiment
732,Los Angeles,"Order Miceli’s pasta with a side of pasta 😉 now through Postmates, UberEats, Grubhub, and Slice, or call us for a curbside pickup! 🍝 #staysafe – at Miceli's Italian Restaurant",2020-04-07 21:34:15+00:00,#staysafe,https://twitter.com/micelis1949/status/1247638844104527875,,"['Order', 'Miceli', '’', 's', 'pasta', 'with', 'a', 'side', 'of', 'pasta', '😉', 'now', 'through', 'Postmates', ',', 'UberEats', ',', 'Grubhub', ',', 'and', 'Slice', ',', 'or', 'call', 'us', 'for', 'a', 'curbside', 'pickup', '!', '🍝', '#', 'staysafe', '–', 'at', 'Miceli', ""'s"", 'Italian', 'Restaurant']","['order', 'miceli', '’', 'pasta', 'side', 'pasta', '😉', 'postmates', 'ubereats', 'grubhub', 'slice', 'call', 'us', 'curbside', 'pickup', '🍝', 'staysafe', '–', 'miceli', ""'s"", 'italian', 'restaurant']",Negative,0.0,0.0,1.0,0.0,Positive
733,Los Angeles,When you order @UberEats for your grandparents and the driver picks up the food and doesn't deliver it! 😤,2020-04-07 21:02:13+00:00,,https://twitter.com/lakergirlyy24/status/1247630785466621953,,"['When', 'you', 'order', '@', 'UberEats', 'for', 'your', 'grandparents', 'and', 'the', 'driver', 'picks', 'up', 'the', 'food', 'and', 'does', ""n't"", 'deliver', 'it', '!', '😤']","['order', 'ubereats', 'grandparent', 'driver', 'pick', 'food', ""n't"", 'deliver', '😤']",Positive,0.0,0.0,1.0,0.0,Positive
734,Los Angeles,"Stay home. But stay with your favorite food. 🍜🥟🍚🥗 Yes, we open today😊 #takeout #delivery #ubereats #grubhub #daikokuya #ramen #pork #chashu #daikokuyaramen #gyoza #littletokyo #losangeles #tonkotsu #montereypark #elmonte #sawtelle #sunset – at Daikokuya",2020-04-07 19:15:34+00:00,#takeout #delivery #ubereats #grubhub #daikokuya #ramen #pork #chashu #daikokuyaramen #gyoza #littletokyo #losangeles #tonkotsu #montereypark #elmonte #sawtelle #sunset,https://twitter.com/DaikokuyaRamen/status/1247603944727228416,,"['Stay', 'home', '.', 'But', 'stay', 'with', 'your', 'favorite', 'food', '.', '🍜🥟🍚🥗', 'Yes', ',', 'we', 'open', 'today😊', '#', 'takeout', '#', 'delivery', '#', 'ubereats', '#', 'grubhub', '#', 'daikokuya', '#', 'ramen', '#', 'pork', '#', 'chashu', '#', 'daikokuyaramen', '#', 'gyoza', '#', 'littletokyo', '#', 'losangeles', '#', 'tonkotsu', '#', 'montereypark', '#', 'elmonte', '#', 'sawtelle', '#', 'sunset', '–', 'at', 'Daikokuya']","['stay', 'home', 'stay', 'favorite', 'food', '🍜🥟🍚🥗', 'yes', 'open', 'today😊', 'takeout', 'delivery', 'ubereats', 'grubhub', 'daikokuya', 'ramen', 'pork', 'chashu', 'daikokuyaramen', 'gyoza', 'littletokyo', 'losangeles', 'tonkotsu', 'montereypark', 'elmonte', 'sawtelle', 'sunset', '–', 'daikokuya']",Negative,0.272,0.0,0.728,0.9022,Positive
735,Los Angeles,"Saturday Vibes... Jerk Chicken Mac & Cheese. We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900… https://www.instagram.com/p/B-r5chDh1O8/?igshid=jwp6ms6uhhga",2020-04-07 17:00:03+00:00,,https://twitter.com/abljamaicanfood/status/1247569842988867584,,"['Saturday', 'Vibes', '...', 'Jerk', 'Chicken', 'Mac', '&', 'Cheese', '.', 'We', '’', 're', 'OPEN', '11am-7pm', '🇯🇲', 'order', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', '&', 'amp', ';', 'DOORDASH', 'or', 'PICK', 'UP/TAKE', 'OUT', 'at', '216', 'S', 'Spring', 'st.', 'DTLA/', 'Call', 'Ahead', ':', '📱', '(', '213', ')', '972.9900…', 'https', ':', '//www.instagram.com/p/B-r5chDh1O8/', '?', 'igshid=jwp6ms6uhhga']","['saturday', 'vibes', '...', 'jerk', 'chicken', 'mac', 'cheese', '’', 'open', '11am-7pm', '🇯🇲', 'order', 'http', '//abeautifullifecafe.com', 'ubereats', 'postmates', 'caviar', 'amp', 'doordash', 'pick', 'up/take', '216', 'spring', 'st.', 'dtla/', 'call', 'ahead', '📱', '213', '972.9900…', 'http', '//www.instagram.com/p/b-r5chdh1o8/', 'igshid=jwp6ms6uhhga']",Positive,0.0,0.066,0.934,-0.34,Negative
736,Los Angeles,We just want you to know it’s ok if you don’t become a master chef during quarantine. We’re here for you... #quarantine #cooking #support #masterchef #chef #cookingathome #food #takeout #delivery #ubereats… https://www.instagram.com/p/B-r7aVglOi-/?igshid=1bhbvqagchx0q,2020-04-07 16:29:13+00:00,#quarantine #cooking #support #masterchef #chef #cookingathome #food #takeout #delivery #ubereats,https://twitter.com/HaroldandBelles/status/1247562079621599236,,"['We', 'just', 'want', 'you', 'to', 'know', 'it', '’', 's', 'ok', 'if', 'you', 'don', '’', 't', 'become', 'a', 'master', 'chef', 'during', 'quarantine', '.', 'We', '’', 're', 'here', 'for', 'you', '...', '#', 'quarantine', '#', 'cooking', '#', 'support', '#', 'masterchef', '#', 'chef', '#', 'cookingathome', '#', 'food', '#', 'takeout', '#', 'delivery', '#', 'ubereats…', 'https', ':', '//www.instagram.com/p/B-r7aVglOi-/', '?', 'igshid=1bhbvqagchx0q']","['want', 'know', '’', 'ok', '’', 'become', 'master', 'chef', 'quarantine', '’', '...', 'quarantine', 'cook', 'support', 'masterchef', 'chef', 'cookingathome', 'food', 'takeout', 'delivery', 'ubereats…', 'http', '//www.instagram.com/p/b-r7avgloi-/', 'igshid=1bhbvqagchx0q']",Positive,0.154,0.0,0.846,0.4588,Positive
737,Los Angeles,"#TacoTuesday @#FiestaMartin 🎉 ☎️ 310-672-1330 Free delivery available (minimum $25 order) Or, order through our partners ubereats @grubhub @postmates @doordash #fiestamartin #tacos #crispytacos #softtacos… https://www.instagram.com/p/B-rGyTQpDSN/?igshid=1mcyigcrcvoy5",2020-04-07 08:49:23+00:00,#TacoTuesday #FiestaMartin #fiestamartin #tacos #crispytacos #softtacos,https://twitter.com/Fiesta_Martin/status/1247446360422592512,,"['#', 'TacoTuesday', '@', '#', 'FiestaMartin', '🎉', '☎️', '310-672-1330', 'Free', 'delivery', 'available', '(', 'minimum', '$', '25', 'order', ')', 'Or', ',', 'order', 'through', 'our', 'partners', 'ubereats', '@', 'grubhub', '@', 'postmates', '@', 'doordash', '#', 'fiestamartin', '#', 'tacos', '#', 'crispytacos', '#', 'softtacos…', 'https', ':', '//www.instagram.com/p/B-rGyTQpDSN/', '?', 'igshid=1mcyigcrcvoy5']","['tacotuesday', 'fiestamartin', '🎉', '☎️', '310-672-1330', 'free', 'delivery', 'available', 'minimum', '25', 'order', 'order', 'partner', 'ubereats', 'grubhub', 'postmates', 'doordash', 'fiestamartin', 'tacos', 'crispytacos', 'softtacos…', 'http', '//www.instagram.com/p/b-rgytqpdsn/', 'igshid=1mcyigcrcvoy5']",Positive,0.194,0.0,0.806,0.7184,Positive
738,Los Angeles,Just received my @UberEats meal from a guy who was deaf and it’s crazy how muscle memory works. I haven’t signed in almost 7-8 years but was able to communicate a little with my guy Phillip. He got so excited! This just made me want to get back into studying ASL.,2020-04-07 04:16:36+00:00,,https://twitter.com/itsjustruff/status/1247377712282402816,,"['Just', 'received', 'my', '@', 'UberEats', 'meal', 'from', 'a', 'guy', 'who', 'was', 'deaf', 'and', 'it', '’', 's', 'crazy', 'how', 'muscle', 'memory', 'works', '.', 'I', 'haven', '’', 't', 'signed', 'in', 'almost', '7-8', 'years', 'but', 'was', 'able', 'to', 'communicate', 'a', 'little', 'with', 'my', 'guy', 'Phillip', '.', 'He', 'got', 'so', 'excited', '!', 'This', 'just', 'made', 'me', 'want', 'to', 'get', 'back', 'into', 'studying', 'ASL', '.']","['receive', 'ubereats', 'meal', 'guy', 'deaf', '’', 'crazy', 'muscle', 'memory', 'work', '’', 'sign', 'almost', '7-8', 'year', 'able', 'communicate', 'little', 'guy', 'phillip', 'get', 'excited', 'make', 'want', 'get', 'back', 'study', 'asl']",Negative,0.119,0.077,0.804,0.0772,Positive
739,Los Angeles,"all I do is order ubereats, skincare, and ASOS ",2020-04-07 03:04:43+00:00,,https://twitter.com/itsmichaelowens/status/1247359620764413952,,"['all', 'I', 'do', 'is', 'order', 'ubereats', ',', 'skincare', ',', 'and', 'ASOS']","['order', 'ubereats', 'skincare', 'asos']",Negative,0.0,0.0,1.0,0.0,Positive
740,Los Angeles,It really does.,2020-04-06 22:33:36+00:00,,https://twitter.com/ipheebzz/status/1247291395762606080,,"['It', 'really', 'does', '.']",['really'],Negative,0.0,0.0,1.0,0.0,Positive
741,Los Angeles,"Monday Special- 8oz Prime Rib with one side dish and veggies for only $22. Open Monday-Saturday 12pm-8pm and Sunday 3pm-8pm. Orders must be placed by 7:30pm. Call or place your order on our website for take-out. For deliveries UberEats, Grubhub, Postmates and Doordash. ",2020-04-06 20:30:23+00:00,,https://twitter.com/smokehouse_1946/status/1247260383942864897,,"['Monday', 'Special-', '8oz', 'Prime', 'Rib', 'with', 'one', 'side', 'dish', 'and', 'veggies', 'for', 'only', '$', '22', '.', 'Open', 'Monday-Saturday', '12pm-8pm', 'and', 'Sunday', '3pm-8pm', '.', 'Orders', 'must', 'be', 'placed', 'by', '7:30pm', '.', 'Call', 'or', 'place', 'your', 'order', 'on', 'our', 'website', 'for', 'take-out', '.', 'For', 'deliveries', 'UberEats', ',', 'Grubhub', ',', 'Postmates', 'and', 'Doordash', '.']","['monday', 'special-', '8oz', 'prime', 'rib', 'one', 'side', 'dish', 'veggie', '22', 'open', 'monday-saturday', '12pm-8pm', 'sunday', '3pm-8pm', 'orders', 'must', 'place', '7:30pm', 'call', 'place', 'order', 'website', 'take-out', 'delivery', 'ubereats', 'grubhub', 'postmates', 'doordash']",Negative,0.088,0.0,0.912,0.4019,Positive
742,Los Angeles,"We continue with humility and gratitude to do what we do best- build tasty large sandwiches and curate an A list selection of craft beer. If you’re staying in, awesome! Order online with ubereats @postmates… https://www.instagram.com/p/B-pbCvupmSm/?igshid=x0budej2oami",2020-04-06 17:07:54+00:00,,https://twitter.com/unclehenrysdeli/status/1247209430200070145,,"['We', 'continue', 'with', 'humility', 'and', 'gratitude', 'to', 'do', 'what', 'we', 'do', 'best-', 'build', 'tasty', 'large', 'sandwiches', 'and', 'curate', 'an', 'A', 'list', 'selection', 'of', 'craft', 'beer', '.', 'If', 'you', '’', 're', 'staying', 'in', ',', 'awesome', '!', 'Order', 'online', 'with', 'ubereats', '@', 'postmates…', 'https', ':', '//www.instagram.com/p/B-pbCvupmSm/', '?', 'igshid=x0budej2oami']","['continue', 'humility', 'gratitude', 'best-', 'build', 'tasty', 'large', 'sandwich', 'curate', 'list', 'selection', 'craft', 'beer', '’', 'staying', 'awesome', 'order', 'online', 'ubereats', 'postmates…', 'http', '//www.instagram.com/p/b-pbcvupmsm/', 'igshid=x0budej2oami']",Positive,0.367,0.0,0.633,0.9118,Positive
743,Los Angeles,"Happy Monday! ☔️ or ☀️ WE’RE OPEN! Order Online at http://abeautifullifecafe.com , UBEREATS, POSTMATES, CAVIAR, DOORDASH or call US at 213.972.9900 . . . . . . #losangeles #losangelesfood #losangelesrestaurants… https://www.instagram.com/p/B-pas-9hCHy/?igshid=1nsis95g2dblv",2020-04-06 17:04:56+00:00,#losangeles #losangelesfood #losangelesrestaurants,https://twitter.com/abljamaicanfood/status/1247208680581292034,,"['Happy', 'Monday', '!', '☔️', 'or', '☀️', 'WE', '’', 'RE', 'OPEN', '!', 'Order', 'Online', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', ',', 'DOORDASH', 'or', 'call', 'US', 'at', '213.972.9900', '.', '.', '.', '.', '.', '.', '#', 'losangeles', '#', 'losangelesfood', '#', 'losangelesrestaurants…', 'https', ':', '//www.instagram.com/p/B-pas-9hCHy/', '?', 'igshid=1nsis95g2dblv']","['happy', 'monday', '☔️', '☀️', '’', 'open', 'order', 'online', 'http', '//abeautifullifecafe.com', 'ubereats', 'postmates', 'caviar', 'doordash', 'call', 'us', '213.972.9900', 'losangeles', 'losangelesfood', 'losangelesrestaurants…', 'http', '//www.instagram.com/p/b-pas-9hchy/', 'igshid=1nsis95g2dblv']",Negative,0.121,0.0,0.879,0.5719,Positive
744,Los Angeles,We may be #socialdistancing but we still gotta eat! Stay home. Order in. @postmates ubereats @doordash #postmates #ubereats #doordash #fooddelivery #delivery #takeout #stayhome #food #losangeles #haroldandbelles @… https://www.instagram.com/p/B-pYRahFTZD/?igshid=1slccpvu0oert,2020-04-06 16:43:41+00:00,#socialdistancing #postmates #ubereats #doordash #fooddelivery #delivery #takeout #stayhome #stayhome #food #losangeles #haroldandbelles,https://twitter.com/HaroldandBelles/status/1247203334840254465,,"['We', 'may', 'be', '#', 'socialdistancing', 'but', 'we', 'still', 'got', 'ta', 'eat', '!', 'Stay', 'home', '.', 'Order', 'in', '.', '@', 'postmates', 'ubereats', '@', 'doordash', '#', 'postmates', '#', 'ubereats', '#', 'doordash', '#', 'fooddelivery', '#', 'delivery', '#', 'takeout', '#', 'stayhome', '#', 'food', '#', 'losangeles', '#', 'haroldandbelles', '@', '…', 'https', ':', '//www.instagram.com/p/B-pYRahFTZD/', '?', 'igshid=1slccpvu0oert']","['may', 'socialdistancing', 'still', 'get', 'ta', 'eat', 'stay', 'home', 'order', 'postmates', 'ubereats', 'doordash', 'postmates', 'ubereats', 'doordash', 'fooddelivery', 'delivery', 'takeout', 'stayhome', 'food', 'losangeles', 'haroldandbelles', '…', 'http', '//www.instagram.com/p/b-pyrahftzd/', 'igshid=1slccpvu0oert']",Negative,0.0,0.0,1.0,0.0,Positive
745,Los Angeles,Tried @ubereats for the first time today but my code wasn’t applied 😞,2020-04-06 16:10:05+00:00,,https://twitter.com/vavavoomchie/status/1247194878166986753,,"['Tried', '@', 'ubereats', 'for', 'the', 'first', 'time', 'today', 'but', 'my', 'code', 'wasn', '’', 't', 'applied', '😞']","['tried', 'ubereats', 'first', 'time', 'today', 'code', '’', 'apply', '😞']",Negative,0.0,0.237,0.763,-0.4767,Negative
746,Los Angeles,I’m basically my girlfriends non-profit Uber/UberEats and that’s okay bc that’s what I signed up for,2020-04-06 02:39:51+00:00,,https://twitter.com/advmcuellar/status/1246990977912340481,,"['I', '’', 'm', 'basically', 'my', 'girlfriends', 'non-profit', 'Uber/UberEats', 'and', 'that', '’', 's', 'okay', 'bc', 'that', '’', 's', 'what', 'I', 'signed', 'up', 'for']","['’', 'basically', 'girlfriend', 'non-profit', 'uber/ubereats', '’', 'okay', 'bc', '’', 'sign']",Negative,0.174,0.0,0.826,0.2263,Positive
747,Los Angeles,so I keep seeing @UberEats advertise $0 delivery for the same place the @LALGBTCenter claimed was run by a homophobic Russian.. thoughts? 🤔,2020-04-05 23:02:27+00:00,,https://twitter.com/yacousinvinnie/status/1246936267025051648,,"['so', 'I', 'keep', 'seeing', '@', 'UberEats', 'advertise', '$', '0', 'delivery', 'for', 'the', 'same', 'place', 'the', '@', 'LALGBTCenter', 'claimed', 'was', 'run', 'by', 'a', 'homophobic', 'Russian..', 'thoughts', '?', '🤔']","['keep', 'see', 'ubereats', 'advertise', '0', 'delivery', 'place', 'lalgbtcenter', 'claim', 'run', 'homophobic', 'russian..', 'thought', '🤔']",Negative,0.0,0.0,1.0,0.0,Positive
748,Los Angeles,"Get your Togo ramen 🍜 Now 20%off from your all foods and drinks ‼️‼️ Also don’t forget that you can order through door dash, Uber eats and postmares🚗🚗🚗🚚🚚🚚🛵🛵 . #lalockdown #lockdown #togo #takeout #restaurant #ramen #burger #combination #ubereats #doordash #postmates",2020-04-05 20:49:32+00:00,#lalockdown #lockdown #togo #takeout #restaurant #ramen #burger #combination #ubereats #doordash #postmates,https://twitter.com/HACHIOJIRamenLA/status/1246902816679100419,,"['Get', 'your', 'Togo', 'ramen', '🍜', 'Now', '20', '%', 'off', 'from', 'your', 'all', 'foods', 'and', 'drinks', '‼️‼️', 'Also', 'don', '’', 't', 'forget', 'that', 'you', 'can', 'order', 'through', 'door', 'dash', ',', 'Uber', 'eats', 'and', 'postmares🚗🚗🚗🚚🚚🚚🛵🛵', '.', '#', 'lalockdown', '#', 'lockdown', '#', 'togo', '#', 'takeout', '#', 'restaurant', '#', 'ramen', '#', 'burger', '#', 'combination', '#', 'ubereats', '#', 'doordash', '#', 'postmates']","['get', 'togo', 'ramen', '🍜', '20', 'food', 'drink', '‼️‼️', 'also', '’', 'forget', 'order', 'door', 'dash', 'uber', 'eats', 'postmares🚗🚗🚗🚚🚚🚚🛵🛵', 'lalockdown', 'lockdown', 'togo', 'takeout', 'restaurant', 'ramen', 'burger', 'combination', 'ubereats', 'doordash', 'postmates']",Negative,0.0,0.038,0.962,-0.2263,Negative
749,Los Angeles,"Great news! You do NOT need to stay 6ft apart from pasta 😉. Get up close and personal with our spaghetti marinara by ordering through Postmates, Grubhub, UberEats, and Slice, or call us for a curbside pickup! #staysafe fam ❤️🍝 – at Miceli's Italian Restaurant and Pizzeria",2020-04-05 20:28:37+00:00,#staysafe,https://twitter.com/micelis1949/status/1246897551812378624,,"['Great', 'news', '!', 'You', 'do', 'NOT', 'need', 'to', 'stay', '6ft', 'apart', 'from', 'pasta', '😉', '.', 'Get', 'up', 'close', 'and', 'personal', 'with', 'our', 'spaghetti', 'marinara', 'by', 'ordering', 'through', 'Postmates', ',', 'Grubhub', ',', 'UberEats', ',', 'and', 'Slice', ',', 'or', 'call', 'us', 'for', 'a', 'curbside', 'pickup', '!', '#', 'staysafe', 'fam', '❤️🍝', '–', 'at', 'Miceli', ""'s"", 'Italian', 'Restaurant', 'and', 'Pizzeria']","['great', 'news', 'need', 'stay', '6ft', 'apart', 'pasta', '😉', 'get', 'close', 'personal', 'spaghetti', 'marinara', 'order', 'postmates', 'grubhub', 'ubereats', 'slice', 'call', 'us', 'curbside', 'pickup', 'staysafe', 'fam', '❤️🍝', '–', 'miceli', ""'s"", 'italian', 'restaurant', 'pizzeria']",Negative,0.105,0.0,0.895,0.6249,Positive
750,Los Angeles,We are OPEN for TAKE OUT & DELIVERY 2222 West Rosecrans Ave Gardena Ca 90249 (310)817-5496 or find us on #grubhub #postmates #ubereats or #doordash @iammichellem #soulfood #southerdining #supportsmallbusiness or hit… https://www.instagram.com/p/B-mjTROAxmC/?igshid=10zokk6hy6gde,2020-04-05 14:22:19+00:00,#grubhub #postmates #ubereats #doordash #soulfood #southerdining #supportsmallbusiness,https://twitter.com/iammichellem/status/1246805372079198209,,"['We', 'are', 'OPEN', 'for', 'TAKE', 'OUT', '&', 'DELIVERY', '2222', 'West', 'Rosecrans', 'Ave', 'Gardena', 'Ca', '90249', '(', '310', ')', '817-5496', 'or', 'find', 'us', 'on', '#', 'grubhub', '#', 'postmates', '#', 'ubereats', 'or', '#', 'doordash', '@', 'iammichellem', '#', 'soulfood', '#', 'southerdining', '#', 'supportsmallbusiness', 'or', 'hit…', 'https', ':', '//www.instagram.com/p/B-mjTROAxmC/', '?', 'igshid=10zokk6hy6gde']","['open', 'take', 'delivery', '2222', 'west', 'rosecrans', 'ave', 'gardena', 'ca', '90249', '310', '817-5496', 'find', 'us', 'grubhub', 'postmates', 'ubereats', 'doordash', 'iammichellem', 'soulfood', 'southerdining', 'supportsmallbusiness', 'hit…', 'http', '//www.instagram.com/p/b-mjtroaxmc/', 'igshid=10zokk6hy6gde']",Positive,0.0,0.0,1.0,0.0,Positive
751,Los Angeles,"Had to rush this since we ordered some uber eats. Also had to slide on this song since it's pretty fire skylaannabella #toosieslidechallenge #toosieslide @JadeChynoweth @dance10fikshun jessamyn103 @Los Angeles,… https://www.instagram.com/p/B-me6hAnLp3/?igshid=1aawaca7vy1zf",2020-04-05 13:45:21+00:00,#toosieslidechallenge #toosieslide,https://twitter.com/Littlebearkiss/status/1246796065552175105,,"['Had', 'to', 'rush', 'this', 'since', 'we', 'ordered', 'some', 'uber', 'eats', '.', 'Also', 'had', 'to', 'slide', 'on', 'this', 'song', 'since', 'it', ""'s"", 'pretty', 'fire', 'skylaannabella', '#', 'toosieslidechallenge', '#', 'toosieslide', '@', 'JadeChynoweth', '@', 'dance10fikshun', 'jessamyn103', '@', 'Los', 'Angeles', ',', '…', 'https', ':', '//www.instagram.com/p/B-me6hAnLp3/', '?', 'igshid=1aawaca7vy1zf']","['rush', 'since', 'order', 'uber', 'eats', 'also', 'slide', 'song', 'since', ""'s"", 'pretty', 'fire', 'skylaannabella', 'toosieslidechallenge', 'toosieslide', 'jadechynoweth', 'dance10fikshun', 'jessamyn103', 'los', 'angeles', '…', 'http', '//www.instagram.com/p/b-me6hanlp3/', 'igshid=1aawaca7vy1zf']",Positive,0.116,0.087,0.797,0.2023,Positive
752,Los Angeles,Que se vaya a la cárcel por muchos años ok,2020-04-05 11:24:12+00:00,,https://twitter.com/paulgarxia/status/1246760545958555649,,"['Que', 'se', 'vaya', 'a', 'la', 'cárcel', 'por', 'muchos', 'años', 'ok']","['que', 'se', 'vaya', 'la', 'cárcel', 'por', 'muchos', 'años', 'ok']",Positive,0.0,0.0,1.0,0.0,Positive
753,Los Angeles,As long it’s me during the Uber Eats. I’m out here working. Lol,2020-04-05 05:41:30+00:00,,https://twitter.com/dlemos_02/status/1246674301429796865,,"['As', 'long', 'it', '’', 's', 'me', 'during', 'the', 'Uber', 'Eats', '.', 'I', '’', 'm', 'out', 'here', 'working', '.', 'Lol']","['long', '’', 'uber', 'eats', '’', 'work', 'lol']",Negative,0.318,0.0,0.682,0.4215,Positive
754,Los Angeles,@postmates is the worst delivery service ever! Every single time ive ordered from them ive always had 20 problems per order lol going back to uber eats,2020-04-05 04:51:14+00:00,,https://twitter.com/bobamemes/status/1246661653619326976,,"['@', 'postmates', 'is', 'the', 'worst', 'delivery', 'service', 'ever', '!', 'Every', 'single', 'time', 'ive', 'ordered', 'from', 'them', 'ive', 'always', 'had', '20', 'problems', 'per', 'order', 'lol', 'going', 'back', 'to', 'uber', 'eats']","['postmates', 'bad', 'delivery', 'service', 'ever', 'every', 'single', 'time', 'ive', 'order', 'ive', 'always', '20', 'problem', 'per', 'order', 'lol', 'go', 'back', 'uber', 'eats']",Positive,0.104,0.23,0.667,-0.5267,Negative
755,Los Angeles,"Just out here doing Uber Eats, waiting for @WalkerAndRoyce livestream set. I had to rep my @Dirtybird gear. 🐣#dirtybirdrecords #insomniacevents #VirtualHARDSummer #RaveAThon",2020-04-05 04:34:02+00:00,#dirtybirdrecords #insomniacevents #VirtualHARDSummer #RaveAThon,https://twitter.com/dlemos_02/status/1246657324594237440,,"['Just', 'out', 'here', 'doing', 'Uber', 'Eats', ',', 'waiting', 'for', '@', 'WalkerAndRoyce', 'livestream', 'set', '.', 'I', 'had', 'to', 'rep', 'my', '@', 'Dirtybird', 'gear', '.', '🐣', '#', 'dirtybirdrecords', '#', 'insomniacevents', '#', 'VirtualHARDSummer', '#', 'RaveAThon']","['uber', 'eats', 'wait', 'walkerandroyce', 'livestream', 'set', 'rep', 'dirtybird', 'gear', '🐣', 'dirtybirdrecords', 'insomniacevents', 'virtualhardsummer', 'raveathon']",Negative,0.0,0.0,1.0,0.0,Positive
756,Los Angeles,Uber Eats ah no jajajaja,2020-04-05 02:40:13+00:00,,https://twitter.com/cris_hernandez/status/1246628681591558144,,"['Uber', 'Eats', 'ah', 'no', 'jajajaja']","['uber', 'eats', 'ah', 'jajajaja']",Positive,0.0,0.0,1.0,0.0,Positive
757,Los Angeles,I wanna uberEats the drunken crab but WHY am I rethinking it lol,2020-04-05 01:44:42+00:00,,https://twitter.com/Oofsofie/status/1246614711556169728,,"['I', 'wan', 'na', 'uberEats', 'the', 'drunken', 'crab', 'but', 'WHY', 'am', 'I', 'rethinking', 'it', 'lol']","['wan', 'na', 'ubereats', 'drunken', 'crab', 'rethink', 'lol']",Negative,0.318,0.0,0.682,0.4215,Positive
758,Los Angeles,Comfort when you need it most. ☀️ #LAFood #UberEats #Postmates #LARestaurants,2020-04-04 21:50:13+00:00,#LAFood #UberEats #Postmates #LARestaurants,https://twitter.com/califchicken/status/1246555700593143808,,"['Comfort', 'when', 'you', 'need', 'it', 'most', '.', '☀️', '#', 'LAFood', '#', 'UberEats', '#', 'Postmates', '#', 'LARestaurants']","['comfort', 'need', '☀️', 'lafood', 'ubereats', 'postmates', 'larestaurants']",Negative,0.263,0.0,0.737,0.3612,Positive
759,Los Angeles,"Trying to portion control during lockdown like, “I’ll just have one slice.” 🍕 Accepting orders through Postmates, Grubhub, UberEats, and Slice, or feel free to call us for curbside pickup! #staysafe @Miceli's Italian Restaurant – at Miceli's Italian Restaurant",2020-04-04 21:43:24+00:00,#staysafe,https://twitter.com/micelis1949/status/1246553985231638530,,"['Trying', 'to', 'portion', 'control', 'during', 'lockdown', 'like', ',', '“', 'I', '’', 'll', 'just', 'have', 'one', 'slice.', '”', '🍕', 'Accepting', 'orders', 'through', 'Postmates', ',', 'Grubhub', ',', 'UberEats', ',', 'and', 'Slice', ',', 'or', 'feel', 'free', 'to', 'call', 'us', 'for', 'curbside', 'pickup', '!', '#', 'staysafe', '@', 'Miceli', ""'s"", 'Italian', 'Restaurant', '–', 'at', 'Miceli', ""'s"", 'Italian', 'Restaurant']","['trying', 'portion', 'control', 'lockdown', 'like', '“', '’', 'one', 'slice.', '”', '🍕', 'accepting', 'order', 'postmates', 'grubhub', 'ubereats', 'slice', 'feel', 'free', 'call', 'us', 'curbside', 'pickup', 'staysafe', 'miceli', ""'s"", 'italian', 'restaurant', '–', 'miceli', ""'s"", 'italian', 'restaurant']",Negative,0.213,0.0,0.787,0.8126,Positive
760,Los Angeles,"Try this super good deal meal 🍔🍔🍟🥤 It’s $8.50 with 2ea of burger, French fries and drink. And you can get 20%off discount‼️‼️‼️ Open 11:30am - 8pm 7days #lalockdown #lockdown #togo #takeout #restaurant #ramen #burger #combination #ubereats #doordash #postmates #hachiojiramen",2020-04-04 21:05:11+00:00,#lalockdown #lockdown #togo #takeout #restaurant #ramen #burger #combination #ubereats #doordash #postmates #hachiojiramen,https://twitter.com/HACHIOJIRamenLA/status/1246544365318799360,,"['Try', 'this', 'super', 'good', 'deal', 'meal', '🍔🍔🍟🥤', 'It', '’', 's', '$', '8.50', 'with', '2ea', 'of', 'burger', ',', 'French', 'fries', 'and', 'drink', '.', 'And', 'you', 'can', 'get', '20', '%', 'off', 'discount‼️‼️‼️', 'Open', '11:30am', '-', '8pm', '7days', '#', 'lalockdown', '#', 'lockdown', '#', 'togo', '#', 'takeout', '#', 'restaurant', '#', 'ramen', '#', 'burger', '#', 'combination', '#', 'ubereats', '#', 'doordash', '#', 'postmates', '#', 'hachiojiramen']","['try', 'super', 'good', 'deal', 'meal', '🍔🍔🍟🥤', '’', '8.50', '2ea', 'burger', 'french', 'fry', 'drink', 'get', '20', 'discount‼️‼️‼️', 'open', '11:30am', '8pm', '7days', 'lalockdown', 'lockdown', 'togo', 'takeout', 'restaurant', 'ramen', 'burger', 'combination', 'ubereats', 'doordash', 'postmates', 'hachiojiramen']",Positive,0.129,0.0,0.871,0.7783,Positive
