tweet_count,city,body,date,hashtags,link,geo,tokenized,lematized,tweets_str,cleaned
917,Los Angeles,"Jerk Chicken at home...We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900 . . . . . . #stayhome… https://www.instagram.com/p/B-civ0shGw-/?igshid=lot5xfbocuga",2020-04-01 17:06:34+00:00,#stayhome #stayhome,https://twitter.com/abljamaicanfood/status/1245397152492335104,,"['Jerk', 'Chicken', 'at', 'home', '...', 'We', '’', 're', 'OPEN', '11am-7pm', '🇯🇲', 'order', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', '&', 'amp', ';', 'DOORDASH', 'or', 'PICK', 'UP/TAKE', 'OUT', 'at', '216', 'S', 'Spring', 'st.', 'DTLA/', 'Call', 'Ahead', ':', '📱', '(', '213', ')', '972.9900', '.', '.', '.', '.', '.', '.', '#', 'stayhome…', 'https', ':', '//www.instagram.com/p/B-civ0shGw-/', '?', 'igshid=lot5xfbocuga']","['Jerk', 'Chicken', 'at', 'home', '...', 'We', '’', 're', 'OPEN', '11am-7pm', '🇯🇲', 'order', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', '&', 'amp', ';', 'DOORDASH', 'or', 'PICK', 'UP/TAKE', 'OUT', 'at', '216', 'S', 'Spring', 'st.', 'DTLA/', 'Call', 'Ahead', ':', '📱', '(', '213', ')', '972.9900', '.', '.', '.', '.', '.', '.', '#', 'stayhome…', 'http', ':', '//www.instagram.com/p/B-civ0shGw-/', '?', 'igshid=lot5xfbocuga']","Jerk,Chicken,at,home,...,We,’,re,OPEN,11am-7pm,🇯🇲,order,at,http,:,//abeautifullifecafe.com,,,UBEREATS,,,POSTMATES,,,CAVIAR,&,amp,;,DOORDASH,or,PICK,UP/TAKE,OUT,at,216,S,Spring,st.,DTLA/,Call,Ahead,:,📱,(,213,),972.9900,.,.,.,.,.,.,#,stayhome…,http,:,//www.instagram.com/p/B-civ0shGw-/,?,igshid=lot5xfbocuga","Jerk,Chicken,,home,...,We,’,,OPEN,11am-7pm,🇯🇲,order,,http,:,//abeautifullifecafe.com,,,UBEREATS,,,POSTMATES,,,CAVIAR,&,amp,;,DOORDASH,,PICK,UP/TAKE,OUT,,216,S,Spring,st.,DTLA/,Call,Ahead,:,📱,(,213,),972.9900,.,.,.,.,.,.,#,stayhome…,http,:,//www.instagram.com/p/B-civ0shGw-/,?,igshid=lot5xfbocuga"
918,Los Angeles,Don’t forget to be your families #hero and order #online for #free delivery service with #doordash and #UberEats,2020-04-01 15:36:52+00:00,#hero #online #free #doordash #UberEats,https://twitter.com/ChenteTacos/status/1245374579884752896,,"['Don', '’', 't', 'forget', 'to', 'be', 'your', 'families', '#', 'hero', 'and', 'order', '#', 'online', 'for', '#', 'free', 'delivery', 'service', 'with', '#', 'doordash', 'and', '#', 'UberEats']","['Don', '’', 't', 'forget', 'to', 'be', 'your', 'family', '#', 'hero', 'and', 'order', '#', 'online', 'for', '#', 'free', 'delivery', 'service', 'with', '#', 'doordash', 'and', '#', 'UberEats']","Don,’,t,forget,to,be,your,family,#,hero,and,order,#,online,for,#,free,delivery,service,with,#,doordash,and,#,UberEats","Don,’,,forget,,,,family,#,hero,,order,#,online,,#,free,delivery,service,,#,doordash,,#,UberEats"
919,Los Angeles,Oh. UberEats,2020-04-01 03:53:08+00:00,,https://twitter.com/ThatdudeReyes_/status/1245197478179160064,,"['Oh', '.', 'UberEats']","['Oh', '.', 'UberEats']","Oh,.,UberEats","Oh,.,UberEats"
920,Los Angeles,HOLLYWOOD ⭐️WALK OF FAME 📍6411 Hollywood Blvd Los Angeles CA 90028 from 3:30pm-12am🕰 “COME TASTE THE JERK” 🇯🇲😋🔥949.280.2796 ☎️call in orders and pick up only!! @postmates ubereats ONLINE 🚗*Practice social distancing… https://www.instagram.com/p/B-bDjd3j-W7/?igshid=1cbm3wyrfkp3e,2020-04-01 03:13:18+00:00,,https://twitter.com/BEWAREOFDANGER/status/1245187453457235971,,"['HOLLYWOOD', '⭐️WALK', 'OF', 'FAME', '📍6411', 'Hollywood', 'Blvd', 'Los', 'Angeles', 'CA', '90028', 'from', '3:30pm-12am🕰', '“', 'COME', 'TASTE', 'THE', 'JERK', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'in', 'orders', 'and', 'pick', 'up', 'only', '!', '!', '@', 'postmates', 'ubereats', 'ONLINE', '🚗*Practice', 'social', 'distancing…', 'https', ':', '//www.instagram.com/p/B-bDjd3j-W7/', '?', 'igshid=1cbm3wyrfkp3e']","['HOLLYWOOD', '⭐️WALK', 'OF', 'FAME', '📍6411', 'Hollywood', 'Blvd', 'Los', 'Angeles', 'CA', '90028', 'from', '3:30pm-12am🕰', '“', 'COME', 'TASTE', 'THE', 'JERK', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'in', 'order', 'and', 'pick', 'up', 'only', '!', '!', '@', 'postmates', 'ubereats', 'ONLINE', '🚗*Practice', 'social', 'distancing…', 'http', ':', '//www.instagram.com/p/B-bDjd3j-W7/', '?', 'igshid=1cbm3wyrfkp3e']","HOLLYWOOD,⭐️WALK,OF,FAME,📍6411,Hollywood,Blvd,Los,Angeles,CA,90028,from,3:30pm-12am🕰,“,COME,TASTE,THE,JERK,”,🇯🇲😋🔥949.280.2796,☎️call,in,order,and,pick,up,only,!,!,@,postmates,ubereats,ONLINE,🚗*Practice,social,distancing…,http,:,//www.instagram.com/p/B-bDjd3j-W7/,?,igshid=1cbm3wyrfkp3e","HOLLYWOOD,⭐️WALK,OF,FAME,📍6411,Hollywood,Blvd,Los,Angeles,CA,90028,,3:30pm-12am🕰,“,COME,TASTE,THE,JERK,”,🇯🇲😋🔥949.280.2796,☎️call,,order,,pick,,,!,!,@,postmates,ubereats,ONLINE,🚗*Practice,social,distancing…,http,:,//www.instagram.com/p/B-bDjd3j-W7/,?,igshid=1cbm3wyrfkp3e"
921,Los Angeles,The hero’s of today are uber eats drivers,2020-04-01 02:59:47+00:00,,https://twitter.com/iamcodyrandall/status/1245184054351122432,,"['The', 'hero', '’', 's', 'of', 'today', 'are', 'uber', 'eats', 'drivers']","['The', 'hero', '’', 's', 'of', 'today', 'be', 'uber', 'eats', 'driver']","The,hero,’,s,of,today,be,uber,eats,driver","The,hero,’,,,today,,uber,eats,driver"
922,Los Angeles,HOLLYWOOD ⭐️WALK OF FAME 📍6411 Hollywood Blvd Los Angeles CA 90028 from 3:30pm-12am🕰 “COME TASTE THE JERK” 🇯🇲😋🔥949.280.2796 ☎️call in orders and pick up only!! @postmates ubereats ONLINE 🚗*Practice social distancing… https://www.instagram.com/p/B-a2UJQjkHs/?igshid=ip8d9rjwojvu,2020-04-01 01:17:37+00:00,,https://twitter.com/BEWAREOFDANGER/status/1245158341367734278,,"['HOLLYWOOD', '⭐️WALK', 'OF', 'FAME', '📍6411', 'Hollywood', 'Blvd', 'Los', 'Angeles', 'CA', '90028', 'from', '3:30pm-12am🕰', '“', 'COME', 'TASTE', 'THE', 'JERK', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'in', 'orders', 'and', 'pick', 'up', 'only', '!', '!', '@', 'postmates', 'ubereats', 'ONLINE', '🚗*Practice', 'social', 'distancing…', 'https', ':', '//www.instagram.com/p/B-a2UJQjkHs/', '?', 'igshid=ip8d9rjwojvu']","['HOLLYWOOD', '⭐️WALK', 'OF', 'FAME', '📍6411', 'Hollywood', 'Blvd', 'Los', 'Angeles', 'CA', '90028', 'from', '3:30pm-12am🕰', '“', 'COME', 'TASTE', 'THE', 'JERK', '”', '🇯🇲😋🔥949.280.2796', '☎️call', 'in', 'order', 'and', 'pick', 'up', 'only', '!', '!', '@', 'postmates', 'ubereats', 'ONLINE', '🚗*Practice', 'social', 'distancing…', 'http', ':', '//www.instagram.com/p/B-a2UJQjkHs/', '?', 'igshid=ip8d9rjwojvu']","HOLLYWOOD,⭐️WALK,OF,FAME,📍6411,Hollywood,Blvd,Los,Angeles,CA,90028,from,3:30pm-12am🕰,“,COME,TASTE,THE,JERK,”,🇯🇲😋🔥949.280.2796,☎️call,in,order,and,pick,up,only,!,!,@,postmates,ubereats,ONLINE,🚗*Practice,social,distancing…,http,:,//www.instagram.com/p/B-a2UJQjkHs/,?,igshid=ip8d9rjwojvu","HOLLYWOOD,⭐️WALK,OF,FAME,📍6411,Hollywood,Blvd,Los,Angeles,CA,90028,,3:30pm-12am🕰,“,COME,TASTE,THE,JERK,”,🇯🇲😋🔥949.280.2796,☎️call,,order,,pick,,,!,!,@,postmates,ubereats,ONLINE,🚗*Practice,social,distancing…,http,:,//www.instagram.com/p/B-a2UJQjkHs/,?,igshid=ip8d9rjwojvu"
923,Los Angeles,Do not order from @UberEats Today a driver refused to leave the food at the door. Made me collect and grab it out of his car. Their reply was to rate him. That’s it! They don’t care about your health safety. DO NOT USE @UberEats,2020-04-01 00:22:14+00:00,,https://twitter.com/Britpopleslie/status/1245144407143149568,,"['Do', 'not', 'order', 'from', '@', 'UberEats', 'Today', 'a', 'driver', 'refused', 'to', 'leave', 'the', 'food', 'at', 'the', 'door', '.', 'Made', 'me', 'collect', 'and', 'grab', 'it', 'out', 'of', 'his', 'car', '.', 'Their', 'reply', 'was', 'to', 'rate', 'him', '.', 'That', '’', 's', 'it', '!', 'They', 'don', '’', 't', 'care', 'about', 'your', 'health', 'safety', '.', 'DO', 'NOT', 'USE', '@', 'UberEats']","['Do', 'not', 'order', 'from', '@', 'UberEats', 'Today', 'a', 'driver', 'refuse', 'to', 'leave', 'the', 'food', 'at', 'the', 'door', '.', 'Made', 'me', 'collect', 'and', 'grab', 'it', 'out', 'of', 'his', 'car', '.', 'Their', 'reply', 'be', 'to', 'rate', 'him', '.', 'That', '’', 's', 'it', '!', 'They', 'don', '’', 't', 'care', 'about', 'your', 'health', 'safety', '.', 'DO', 'NOT', 'USE', '@', 'UberEats']","Do,not,order,from,@,UberEats,Today,a,driver,refuse,to,leave,the,food,at,the,door,.,Made,me,collect,and,grab,it,out,of,his,car,.,Their,reply,be,to,rate,him,.,That,’,s,it,!,They,don,’,t,care,about,your,health,safety,.,DO,NOT,USE,@,UberEats","Do,,order,,@,UberEats,Today,,driver,refuse,,leave,,food,,,door,.,Made,,collect,,grab,,,,,car,.,Their,reply,,,rate,,.,That,’,,,!,They,,’,,care,,,health,safety,.,DO,NOT,USE,@,UberEats"
924,Los Angeles,Everything in Cali so high rn. Prolly just paid $80 for Uber eats 🤣🤣 I’m too loaded for this shit,2020-03-31 22:04:50+00:00,,https://twitter.com/_beauTAEEEful/status/1245109826587246592,,"['Everything', 'in', 'Cali', 'so', 'high', 'rn', '.', 'Prolly', 'just', 'paid', '$', '80', 'for', 'Uber', 'eats', '🤣🤣', 'I', '’', 'm', 'too', 'loaded', 'for', 'this', 'shit']","['Everything', 'in', 'Cali', 'so', 'high', 'rn', '.', 'Prolly', 'just', 'pay', '$', '80', 'for', 'Uber', 'eats', '🤣🤣', 'I', '’', 'm', 'too', 'load', 'for', 'this', 'shit']","Everything,in,Cali,so,high,rn,.,Prolly,just,pay,$,80,for,Uber,eats,🤣🤣,I,’,m,too,load,for,this,shit","Everything,,Cali,,high,rn,.,Prolly,,pay,$,80,,Uber,eats,🤣🤣,I,’,,,load,,,shit"
925,Los Angeles,Do NOT use @UberEats,2020-03-31 19:24:59+00:00,,https://twitter.com/Britpopleslie/status/1245069600741445632,,"['Do', 'NOT', 'use', '@', 'UberEats']","['Do', 'NOT', 'use', '@', 'UberEats']","Do,NOT,use,@,UberEats","Do,NOT,use,@,UberEats"
926,Los Angeles,@UberEats driver said he couldn’t leave at the door because he’s on the phone. Safety issue and health issue. Does @UberEats even care?,2020-03-31 19:21:24+00:00,,https://twitter.com/Britpopleslie/status/1245068697451909120,,"['@', 'UberEats', 'driver', 'said', 'he', 'couldn', '’', 't', 'leave', 'at', 'the', 'door', 'because', 'he', '’', 's', 'on', 'the', 'phone', '.', 'Safety', 'issue', 'and', 'health', 'issue', '.', 'Does', '@', 'UberEats', 'even', 'care', '?']","['@', 'UberEats', 'driver', 'say', 'he', 'couldn', '’', 't', 'leave', 'at', 'the', 'door', 'because', 'he', '’', 's', 'on', 'the', 'phone', '.', 'Safety', 'issue', 'and', 'health', 'issue', '.', 'Does', '@', 'UberEats', 'even', 'care', '?']","@,UberEats,driver,say,he,couldn,’,t,leave,at,the,door,because,he,’,s,on,the,phone,.,Safety,issue,and,health,issue,.,Does,@,UberEats,even,care,?","@,UberEats,driver,say,,,’,,leave,,,door,,,’,,,,phone,.,Safety,issue,,health,issue,.,Does,@,UberEats,even,care,?"
927,Los Angeles,My @UberEats was delivered to the wrong address and i was not notified but i sure was charged 😡 #neveragain,2020-03-31 18:48:01+00:00,#neveragain,https://twitter.com/Maria18514019/status/1245060298064576512,,"['My', '@', 'UberEats', 'was', 'delivered', 'to', 'the', 'wrong', 'address', 'and', 'i', 'was', 'not', 'notified', 'but', 'i', 'sure', 'was', 'charged', '😡', '#', 'neveragain']","['My', '@', 'UberEats', 'be', 'deliver', 'to', 'the', 'wrong', 'address', 'and', 'i', 'be', 'not', 'notify', 'but', 'i', 'sure', 'be', 'charge', '😡', '#', 'neveragain']","My,@,UberEats,be,deliver,to,the,wrong,address,and,i,be,not,notify,but,i,sure,be,charge,😡,#,neveragain","My,@,UberEats,,deliver,,,wrong,address,,,,,notify,,,sure,,charge,😡,#,neveragain"
928,Los Angeles,Please Support Your Local Restaurants by Ordering Take Out/Delivery!!! List Download: https://www.dropbox.com/s/7a4lql1o60z7y52/takout%26delivery%20list.pdf?dl=0 #supportlocalrestaurant #takeout #delivery #japaneserestaurant #mutualtrading #mutual_trading #grubhub #doordash #ubereats – at Mutual Trading,2020-03-31 18:01:26+00:00,#supportlocalrestaurant #takeout #delivery #japaneserestaurant #mutualtrading #mutual_trading #grubhub #doordash #ubereats,https://twitter.com/ToshioUeno/status/1245048572468269056,,"['Please', 'Support', 'Your', 'Local', 'Restaurants', 'by', 'Ordering', 'Take', 'Out/Delivery', '!', '!', '!', 'List', 'Download', ':', 'https', ':', '//www.dropbox.com/s/7a4lql1o60z7y52/takout', '%', '26delivery', '%', '20list.pdf', '?', 'dl=0', '#', 'supportlocalrestaurant', '#', 'takeout', '#', 'delivery', '#', 'japaneserestaurant', '#', 'mutualtrading', '#', 'mutual_trading', '#', 'grubhub', '#', 'doordash', '#', 'ubereats', '–', 'at', 'Mutual', 'Trading']","['Please', 'Support', 'Your', 'Local', 'Restaurants', 'by', 'Ordering', 'Take', 'Out/Delivery', '!', '!', '!', 'List', 'Download', ':', 'http', ':', '//www.dropbox.com/s/7a4lql1o60z7y52/takout', '%', '26delivery', '%', '20list.pdf', '?', 'dl=0', '#', 'supportlocalrestaurant', '#', 'takeout', '#', 'delivery', '#', 'japaneserestaurant', '#', 'mutualtrading', '#', 'mutual_trading', '#', 'grubhub', '#', 'doordash', '#', 'ubereats', '–', 'at', 'Mutual', 'Trading']","Please,Support,Your,Local,Restaurants,by,Ordering,Take,Out/Delivery,!,!,!,List,Download,:,http,:,//www.dropbox.com/s/7a4lql1o60z7y52/takout,%,26delivery,%,20list.pdf,?,dl=0,#,supportlocalrestaurant,#,takeout,#,delivery,#,japaneserestaurant,#,mutualtrading,#,mutual_trading,#,grubhub,#,doordash,#,ubereats,–,at,Mutual,Trading","Please,Support,Your,Local,Restaurants,,Ordering,Take,Out/Delivery,!,!,!,List,Download,:,http,:,//www.dropbox.com//7a4lql1o60z7y52/takout,%,26delivery,%,20list.pdf,?,dl=0,#,supportlocalrestaurant,#,takeout,#,delivery,#,japaneserestaurant,#,mutualtrading,#,mutual_trading,#,grubhub,#,doordash,#,ubereats,–,,Mutual,Trading"
929,Los Angeles,"Happy Monday! We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900 . . . . . . #jerkchicken… https://www.instagram.com/p/B-Z3wYXBow-/?igshid=9t0sqvbzt83z",2020-03-31 16:12:13+00:00,#jerkchicken,https://twitter.com/abljamaicanfood/status/1245021089526239232,,"['Happy', 'Monday', '!', 'We', '’', 're', 'OPEN', '11am-7pm', '🇯🇲', 'order', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', '&', 'amp', ';', 'DOORDASH', 'or', 'PICK', 'UP/TAKE', 'OUT', 'at', '216', 'S', 'Spring', 'st.', 'DTLA/', 'Call', 'Ahead', ':', '📱', '(', '213', ')', '972.9900', '.', '.', '.', '.', '.', '.', '#', 'jerkchicken…', 'https', ':', '//www.instagram.com/p/B-Z3wYXBow-/', '?', 'igshid=9t0sqvbzt83z']","['Happy', 'Monday', '!', 'We', '’', 're', 'OPEN', '11am-7pm', '🇯🇲', 'order', 'at', 'http', ':', '//abeautifullifecafe.com', ',', 'UBEREATS', ',', 'POSTMATES', ',', 'CAVIAR', '&', 'amp', ';', 'DOORDASH', 'or', 'PICK', 'UP/TAKE', 'OUT', 'at', '216', 'S', 'Spring', 'st.', 'DTLA/', 'Call', 'Ahead', ':', '📱', '(', '213', ')', '972.9900', '.', '.', '.', '.', '.', '.', '#', 'jerkchicken…', 'http', ':', '//www.instagram.com/p/B-Z3wYXBow-/', '?', 'igshid=9t0sqvbzt83z']","Happy,Monday,!,We,’,re,OPEN,11am-7pm,🇯🇲,order,at,http,:,//abeautifullifecafe.com,,,UBEREATS,,,POSTMATES,,,CAVIAR,&,amp,;,DOORDASH,or,PICK,UP/TAKE,OUT,at,216,S,Spring,st.,DTLA/,Call,Ahead,:,📱,(,213,),972.9900,.,.,.,.,.,.,#,jerkchicken…,http,:,//www.instagram.com/p/B-Z3wYXBow-/,?,igshid=9t0sqvbzt83z","Happy,Monday,!,We,’,,OPEN,11am-7pm,🇯🇲,order,,http,:,//abeautifullifecafe.com,,,UBEREATS,,,POSTMATES,,,CAVIAR,&,amp,;,DOORDASH,,PICK,UP/TAKE,OUT,,216,S,Spring,st.,DTLA/,Call,Ahead,:,📱,(,213,),972.9900,.,.,.,.,.,.,#,jerkchicken…,http,:,//www.instagram.com/p/B-Z3wYXBow-/,?,igshid=9t0sqvbzt83z"
930,Los Angeles,"Yay your birthday, how exciting 😀 they should offer bday cake delivery in those weeks of lockdown 🤪",2020-03-31 14:55:21+00:00,,https://twitter.com/eightyflavors/status/1245001743609425921,,"['Yay', 'your', 'birthday', ',', 'how', 'exciting', '😀', 'they', 'should', 'offer', 'bday', 'cake', 'delivery', 'in', 'those', 'weeks', 'of', 'lockdown', '🤪']","['Yay', 'your', 'birthday', ',', 'how', 'exciting', '😀', 'they', 'should', 'offer', 'bday', 'cake', 'delivery', 'in', 'those', 'week', 'of', 'lockdown', '🤪']","Yay,your,birthday,,,how,exciting,😀,they,should,offer,bday,cake,delivery,in,those,week,of,lockdown,🤪","Yay,,birthday,,,,exciting,😀,,,offer,bday,cake,delivery,,,week,,lockdown,🤪"
931,Los Angeles,"If my boyfriend becomes an Uber eats driver or postmates driver, I can order some dick and he can deliver, right??? ITS BEEN 19 DAYS AND MY PERIOD STARTS IN LIKE 2 DAYS BITCH!! IM DESPERATE",2020-03-31 07:09:28+00:00,,https://twitter.com/brianaxcxj/status/1244884499877380102,,"['If', 'my', 'boyfriend', 'becomes', 'an', 'Uber', 'eats', 'driver', 'or', 'postmates', 'driver', ',', 'I', 'can', 'order', 'some', 'dick', 'and', 'he', 'can', 'deliver', ',', 'right', '?', '?', '?', 'ITS', 'BEEN', '19', 'DAYS', 'AND', 'MY', 'PERIOD', 'STARTS', 'IN', 'LIKE', '2', 'DAYS', 'BITCH', '!', '!', 'IM', 'DESPERATE']","['If', 'my', 'boyfriend', 'become', 'an', 'Uber', 'eats', 'driver', 'or', 'postmates', 'driver', ',', 'I', 'can', 'order', 'some', 'dick', 'and', 'he', 'can', 'deliver', ',', 'right', '?', '?', '?', 'ITS', 'BEEN', '19', 'DAYS', 'AND', 'MY', 'PERIOD', 'STARTS', 'IN', 'LIKE', '2', 'DAYS', 'BITCH', '!', '!', 'IM', 'DESPERATE']","If,my,boyfriend,become,an,Uber,eats,driver,or,postmates,driver,,,I,can,order,some,dick,and,he,can,deliver,,,right,?,?,?,ITS,BEEN,19,DAYS,AND,MY,PERIOD,STARTS,IN,LIKE,2,DAYS,BITCH,!,!,IM,DESPERATE","If,,boyfriend,become,,Uber,eats,driver,,postmates,driver,,,I,,order,,dick,,,,deliver,,,right,?,?,?,ITS,BEEN,19,DAYS,AND,MY,PERIOD,STARTS,IN,LIKE,2,DAYS,BITCH,!,!,IM,DESPERATE"
932,Los Angeles,They are using Ubereats and DoorDash and I think they are too far for me because I can’t even find them there 😞,2020-03-30 23:15:47+00:00,,https://twitter.com/_LeslieJ/status/1244765292766679050,,"['They', 'are', 'using', 'Ubereats', 'and', 'DoorDash', 'and', 'I', 'think', 'they', 'are', 'too', 'far', 'for', 'me', 'because', 'I', 'can', '’', 't', 'even', 'find', 'them', 'there', '😞']","['They', 'be', 'use', 'Ubereats', 'and', 'DoorDash', 'and', 'I', 'think', 'they', 'be', 'too', 'far', 'for', 'me', 'because', 'I', 'can', '’', 't', 'even', 'find', 'them', 'there', '😞']","They,be,use,Ubereats,and,DoorDash,and,I,think,they,be,too,far,for,me,because,I,can,’,t,even,find,them,there,😞","They,,use,Ubereats,,DoorDash,,I,think,,,,far,,,,I,,’,,even,find,,,😞"
933,Los Angeles,"Please support your local Japanese restaurants! Here are the lists of restaurants operating Take Out or Delivery in LA, OC, SB, SD county! Download: https://www.dropbox.com/s/7a4lql1o60z7y52/takout%26delivery%20list.pdf?dl=0 #supportlocalrestaurants #eaterla #foodie #mutualtrading #mutual_trading #grubhub #doordash #UberEats",2020-03-30 22:29:22+00:00,#supportlocalrestaurants #eaterla #foodie #mutualtrading #mutual_trading #grubhub #doordash #UberEats,https://twitter.com/ToshioUeno/status/1244753613542522882,,"['Please', 'support', 'your', 'local', 'Japanese', 'restaurants', '!', 'Here', 'are', 'the', 'lists', 'of', 'restaurants', 'operating', 'Take', 'Out', 'or', 'Delivery', 'in', 'LA', ',', 'OC', ',', 'SB', ',', 'SD', 'county', '!', 'Download', ':', 'https', ':', '//www.dropbox.com/s/7a4lql1o60z7y52/takout', '%', '26delivery', '%', '20list.pdf', '?', 'dl=0', '#', 'supportlocalrestaurants', '#', 'eaterla', '#', 'foodie', '#', 'mutualtrading', '#', 'mutual_trading', '#', 'grubhub', '#', 'doordash', '#', 'UberEats']","['Please', 'support', 'your', 'local', 'Japanese', 'restaurant', '!', 'Here', 'be', 'the', 'list', 'of', 'restaurant', 'operate', 'Take', 'Out', 'or', 'Delivery', 'in', 'LA', ',', 'OC', ',', 'SB', ',', 'SD', 'county', '!', 'Download', ':', 'http', ':', '//www.dropbox.com/s/7a4lql1o60z7y52/takout', '%', '26delivery', '%', '20list.pdf', '?', 'dl=0', '#', 'supportlocalrestaurants', '#', 'eaterla', '#', 'foodie', '#', 'mutualtrading', '#', 'mutual_trading', '#', 'grubhub', '#', 'doordash', '#', 'UberEats']","Please,support,your,local,Japanese,restaurant,!,Here,be,the,list,of,restaurant,operate,Take,Out,or,Delivery,in,LA,,,OC,,,SB,,,SD,county,!,Download,:,http,:,//www.dropbox.com/s/7a4lql1o60z7y52/takout,%,26delivery,%,20list.pdf,?,dl=0,#,supportlocalrestaurants,#,eaterla,#,foodie,#,mutualtrading,#,mutual_trading,#,grubhub,#,doordash,#,UberEats","Please,support,,local,Japanese,restaurant,!,Here,,,list,,restaurant,operate,Take,Out,,Delivery,,LA,,,OC,,,SB,,,SD,county,!,Download,:,http,:,//www.dropbox.com//7a4lql1o60z7y52/takout,%,26delivery,%,20list.pdf,?,dl=0,#,supportlocalrestaurants,#,eaterla,#,foodie,#,mutualtrading,#,mutual_trading,#,grubhub,#,doordash,#,UberEats"
934,Los Angeles,Why can't esquite be on Uber eats 🌽 #eloteroman #wya,2020-03-30 22:21:12+00:00,#eloteroman #wya,https://twitter.com/KimJongBlood/status/1244751556789981184,,"['Why', 'ca', ""n't"", 'esquite', 'be', 'on', 'Uber', 'eats', '🌽', '#', 'eloteroman', '#', 'wya']","['Why', 'ca', ""n't"", 'esquite', 'be', 'on', 'Uber', 'eats', '🌽', '#', 'eloteroman', '#', 'wya']","Why,ca,n't,esquite,be,on,Uber,eats,🌽,#,eloteroman,#,wya","Why,ca,n',esquite,,,Uber,eats,🌽,#,eloteroman,#,wya"
935,Los Angeles,My new quarantine kink: scrolling through UberEats and Postmates knowing full well I will not be placing an order,2020-03-30 19:42:24+00:00,,https://twitter.com/sonumkahlon/status/1244711596527476736,,"['My', 'new', 'quarantine', 'kink', ':', 'scrolling', 'through', 'UberEats', 'and', 'Postmates', 'knowing', 'full', 'well', 'I', 'will', 'not', 'be', 'placing', 'an', 'order']","['My', 'new', 'quarantine', 'kink', ':', 'scrolling', 'through', 'UberEats', 'and', 'Postmates', 'know', 'full', 'well', 'I', 'will', 'not', 'be', 'place', 'an', 'order']","My,new,quarantine,kink,:,scrolling,through,UberEats,and,Postmates,know,full,well,I,will,not,be,place,an,order","My,new,quarantine,kink,:,scrolling,,UberEats,,Postmates,know,full,well,I,,,,place,,order"
936,Los Angeles,Hey @AskAmex - can you please donate my platinum benefits for @Uber (@UberEats) to the brave souls working the front lines at our nations hospitals?,2020-03-30 05:58:19+00:00,,https://twitter.com/TheDoubleH/status/1244504207845019648,,"['Hey', '@', 'AskAmex', '-', 'can', 'you', 'please', 'donate', 'my', 'platinum', 'benefits', 'for', '@', 'Uber', '(', '@', 'UberEats', ')', 'to', 'the', 'brave', 'souls', 'working', 'the', 'front', 'lines', 'at', 'our', 'nations', 'hospitals', '?']","['Hey', '@', 'AskAmex', '-', 'can', 'you', 'please', 'donate', 'my', 'platinum', 'benefit', 'for', '@', 'Uber', '(', '@', 'UberEats', ')', 'to', 'the', 'brave', 'soul', 'work', 'the', 'front', 'line', 'at', 'our', 'nation', 'hospital', '?']","Hey,@,AskAmex,-,can,you,please,donate,my,platinum,benefit,for,@,Uber,(,@,UberEats,),to,the,brave,soul,work,the,front,line,at,our,nation,hospital,?","Hey,@,AskAmex,-,,,please,donate,,platinum,benefit,,@,Uber,(,@,UberEats,),,,brave,soul,work,,front,line,,,nation,hospital,?"
937,Los Angeles,I want to Uber eats ice cream but would it be all melted by the time it gets here? ,2020-03-30 03:54:58+00:00,,https://twitter.com/frankdaniels_/status/1244473165159354368,,"['I', 'want', 'to', 'Uber', 'eats', 'ice', 'cream', 'but', 'would', 'it', 'be', 'all', 'melted', 'by', 'the', 'time', 'it', 'gets', 'here', '?']","['I', 'want', 'to', 'Uber', 'eats', 'ice', 'cream', 'but', 'would', 'it', 'be', 'all', 'melt', 'by', 'the', 'time', 'it', 'get', 'here', '?']","I,want,to,Uber,eats,ice,cream,but,would,it,be,all,melt,by,the,time,it,get,here,?","I,want,,Uber,eats,ice,cream,,would,,,,melt,,,time,,get,,?"
