tweet_count,city,body,date,hashtags,link,geo
366,Los Angeles,"A feel good meal. 💛📸 1/4 Chicken White, Aloha Cooke, Fruit Salad, Broccoli Pasta Salad, Coconut Tea Cold Brew. #CaliforniaChickenCafe ☀️ Order online. ☀️ Drive-up service available. #LAFood #LosAngelesRestaurants #Yelp #UberEats #Postmates",2020-06-12 01:11:12+00:00,#CaliforniaChickenCafe #LAFood #LosAngelesRestaurants #Yelp #UberEats #Postmates,https://twitter.com/califchicken/status/1271248654997704705,
367,Los Angeles,"We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900 . . . . . . #jerkchicken #jamaicanfood… https://www.instagram.com/p/CBT3q5sBiDv/?igshid=1edjn8okyve7r",2020-06-11 22:28:08+00:00,#jerkchicken #jamaicanfood,https://twitter.com/abljamaicanfood/status/1271207616237240326,
368,Los Angeles,"Not to mention they're lowering the base fare for UBER EATS drivers. I don't do EATS, but I know what it's like when UBER uses terms like ""Your new earnings structure"" vs. possible wage theft. IMO. ",2020-06-11 21:59:42+00:00,,https://twitter.com/AdamLupercio247/status/1271200463153582080,
369,Los Angeles,"Some weird shit was poppin up on Ubereats last night, a restaurant named Mac to the Future?! Their promo pic slays me. ",2020-06-11 14:29:04+00:00,,https://twitter.com/NinjaPleaseDJ/status/1271087055234142208,
370,Los Angeles,Are you gonna be okay?,2020-06-11 11:01:47+00:00,,https://twitter.com/PeachyKeenWit/status/1271034891447136256,
371,Los Angeles,eats-7qy0o use my code if you order @UberEats for the first time. $7 off for you. 😘🥰,2020-06-11 04:09:28+00:00,,https://twitter.com/PureCandice/status/1270931128711442432,
372,Los Angeles,WEDNESDAY June 10th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CBR8hNdDVpI/?igshid=3kstlkv4n61b,2020-06-11 03:53:24+00:00,,https://twitter.com/BEWAREOFDANGER/status/1270927086874746881,
373,Los Angeles,"Thank God for Uber eats, Postmates and Door dash. Or fling in pizzas.",2020-06-11 03:32:28+00:00,,https://twitter.com/donsimko/status/1270921816513495040,
374,Los Angeles,These lists are aleady easy to Google. They're being made by cities and citizens all over the country. This is just easier for when we order.,2020-06-11 00:17:03+00:00,,https://twitter.com/PeachyKeenWit/status/1270872640983425024,
375,Los Angeles,who can uber eats a cheeseburger no onions,2020-06-10 10:24:23+00:00,,https://twitter.com/sneakkHEAD/status/1270663093308121088,
376,Los Angeles,nobody : me spending money i don't have on @UberEats : ,2020-06-10 05:56:53+00:00,,https://twitter.com/justinsarn_o/status/1270595774464749568,
377,Los Angeles,Uber Eats is a scam. Charging you all kinds of fees 🙄🙄🙄,2020-06-10 04:09:13+00:00,,https://twitter.com/jvbaee/status/1270568677109231616,
378,Los Angeles,"I was gonna order from chipotle on Uber eats and my total came out to almost $20, I placed the exact same order on door dash and it was only $12.",2020-06-10 04:08:54+00:00,,https://twitter.com/jvbaee/status/1270568598029795329,
379,Los Angeles,I highly urge you guys to refrain ordering from Uber eats and use door dash instead.,2020-06-10 04:08:54+00:00,,https://twitter.com/jvbaee/status/1270568596280766464,
380,Los Angeles,TUESDAY June 9th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CBPYgJpDyCn/?igshid=ggudrd7lbu01,2020-06-10 03:59:38+00:00,,https://twitter.com/BEWAREOFDANGER/status/1270566267959873538,
381,Los Angeles,Uber = legal organized crime. My daughter was given a $20 Uber gift card it never worked they charge to numerous rides in the middle of the night to my Uber family account while we were all sleeping and refused to tell me where the rides were to or from. Use Lyft,2020-06-10 00:53:09+00:00,,https://twitter.com/Progress_orDie/status/1270519334272548866,
382,Los Angeles,@UberEats said THROUGH 2020. 👏🏾 ,2020-06-10 00:39:19+00:00,,https://twitter.com/Filmafreaux/status/1270515855344848899,
383,Los Angeles,Uber is nothing but a legal criminal enterprise.,2020-06-09 23:41:25+00:00,,https://twitter.com/Progress_orDie/status/1270501284408246272,
384,Los Angeles,This is a spot I've been wanting to try for a while. Today I tried tacosnegrosla by my2centsla. The tacos were amazing and I'm looking forward to.actually trying My 2 Cents next time. I ordered on Uber Eats which is… https://www.instagram.com/p/CBO1GBynZ_F/?igshid=19oaho1mfpqur,2020-06-09 22:53:18+00:00,,https://twitter.com/DaxNguvu/status/1270489174836162561,
385,Los Angeles,"Almost a year ago, it was announced that Uber Eats would replace Conforama as the title sponsor for Ligue 1 and now, we have a good idea of what the new logo will look like. Uber Eats will pay the Ligue de Football Professionnel (LFP) a reported €32 million over two years ",2020-06-09 21:58:18+00:00,,https://twitter.com/bestgug/status/1270475334622736384,
386,Los Angeles,@UberEats why are you like This ? ,2020-06-09 18:52:15+00:00,,https://twitter.com/EndlessDank/status/1270428513862967302,
387,Los Angeles,aight but u gotta pay for it if u have a local roscoes u can order the merch on uber eats,2020-06-09 18:32:35+00:00,,https://twitter.com/ImOnlySoup/status/1270423562499657728,
388,Los Angeles,"'The fees of Grubhub, Uber Eats and DoorDash have have become an increasing source of difficulty for owners. Some restaurants have shut down, while others have cut off the apps and are looking for other ways to take orders.' ",2020-06-09 18:05:20+00:00,,https://twitter.com/MenendezRand/status/1270416706897248257,
389,Los Angeles,"Tuesday Vibes! ... WE’RE OPEN! Order Online at thru UBEREATS, POSTMATES, CAVIAR, DOORDASH or call US at 213.972.9900 . . . . . . #losangeles #losangelesfood #losangelesrestaurants #jamaicanfood #jamaicanrestaurant… https://www.instagram.com/p/CBOFV0ChI4y/?igshid=v2v3rq72bif4",2020-06-09 15:53:30+00:00,#losangeles #losangelesfood #losangelesrestaurants #jamaicanfood #jamaicanrestaurant,https://twitter.com/abljamaicanfood/status/1270383526895124483,
390,Los Angeles,NEW DISHES ADDED TO OUR MENU 😋Smoked Jerk Bbq Baby Back Ribs😋Smoked Jerk Bbq New York Strip Steak Bowl😋🔥🇯🇲Come “Taste The Jerk” 6411 Hollywood Blvd 6pm-12am Monday-Saturday🕰 Order Online @postmates @grubhub ubereats🚘… https://www.instagram.com/p/CBMUqmsjXMC/?igshid=9s62j5sepg5a,2020-06-08 23:28:25+00:00,,https://twitter.com/BEWAREOFDANGER/status/1270135622431379457,
391,Los Angeles,Irasshaimase~~~😊 Now we are serving for Dine in‼️ #dinein #daikokuya #ramen #daikokuyaramen #littletokyo #losangeles #la #montereypark #elmonte #sawtelle #sunset #littleosaka #westla #golittletokyo #lovelt #togo #delivery #ubereats #postmates #grubhub #doordash #chownow #caviar – at Daikokuya,2020-06-08 21:13:18+00:00,#dinein #daikokuya #ramen #daikokuyaramen #littletokyo #losangeles #la #montereypark #elmonte #sawtelle #sunset #littleosaka #westla #golittletokyo #lovelt #togo #delivery #ubereats #postmates #grubhub #doordash #chownow #caviar,https://twitter.com/DaikokuyaRamen/status/1270101620622110720,
392,Los Angeles,Yahoo Lifestyle: UberEats customer criticized over ‘wasted’ $270 order: ‘They should be banned from the app’. https://www.yahoo.com/lifestyle/uber-eats-customer-ordered-300-162810429.html via @GoogleNews,2020-06-08 20:38:07+00:00,,https://twitter.com/keelee231/status/1270092766694051840,
393,Los Angeles,uber eats lucky this wood got me hungry,2020-06-08 12:40:20+00:00,,https://twitter.com/real_junnno/status/1269972527687675907,
394,Los Angeles,Just accidentally ordered 1 McDouble instead of 2 on Uber eats. The fuck I’m supposed to do with 1 McDouble ?,2020-06-08 01:43:49+00:00,,https://twitter.com/BmurrayInThaCut/status/1269807312501264384,
395,Los Angeles,"All time favorite dishes to look forward to for our grand reopening, Wednesday, June 10th! #glutenfree, #vegan and #vegetarian options on our dinner and dessert menu. Book today: 310-276-9990 Enjoy Il Cielo at home: pickup &amp; delivery @grubhub @postmates @ubereats – at Il Cielo",2020-06-07 22:11:59+00:00,#glutenfree #vegan #vegetarian,https://twitter.com/IlCieloBH/status/1269754000213045249,
396,Los Angeles,Postmates >>> Uber Eats easily. I tip postmate drivers WAY MORE than bumass Uber eats,2020-06-07 13:04:29+00:00,,https://twitter.com/Jigglemygut/status/1269616218970812417,
397,Los Angeles,@ubereats @Postmates @DoorDash @Caviar @Grubhub #ubereats #postmates #grubhub #caviar #doordash #fooddelivery #LosAngeles #driver #fleet,2020-06-07 05:30:07+00:00,#ubereats #postmates #grubhub #caviar #doordash #fooddelivery #LosAngeles #driver #fleet,https://twitter.com/AndreFortin17/status/1269501874681442305,
398,Los Angeles,SATURDAY BLM PROTESTS IN HOLLYWOOD ✊🏿✊🏿✊🏿🙌🏿🙌🏿🙌🏿we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY… https://www.instagram.com/p/CBHzo_eDocP/?igshid=z9w5bgeb9mjv,2020-06-07 05:22:51+00:00,,https://twitter.com/BEWAREOFDANGER/status/1269500045231034368,
399,Los Angeles,@UberEats ur driver just took my nuggets and diet coke... 🥺,2020-06-07 04:02:22+00:00,,https://twitter.com/angiescarlettt/status/1269479789426929665,
400,Los Angeles,Bro my mom thinks im Uber eats 😣 good thing her cooking backs it up 😪,2020-06-07 01:06:41+00:00,,https://twitter.com/Davidthe4eyes/status/1269435579353067523,
401,Los Angeles,"You, a “conservative,” are questioning actions made by a business? You are aware that if this so greatly offends you, you could just not order from Uber Eats, right? You’d be a scumbag, but that’s capitalism. #BlackLivesMatter",2020-06-06 18:38:52+00:00,#BlackLivesMatter #BlackLivesMatter,https://twitter.com/NursePatrickQ/status/1269337980855939073,
402,Los Angeles,"This SATURDAY 6/6 we will be open from 11am-5pm. Please order in person at 216 S Spring st. 90012. Or thru our Partners Postmates, Ubereats, Caviar &amp; Doordash. @Downtown Los Angeles https://www.instagram.com/p/CBGKwJkBWLS/?igshid=aqpyy5t4jnfd",2020-06-06 14:06:18+00:00,,https://twitter.com/abljamaicanfood/status/1269269388890386433,
403,Los Angeles,got this notification just as i was beginning to think about dinner. i’m glad to see @UberEats stepping up to uplift #BLM &amp; our community from which they profit. i HIGHLY recommend @GrilledFraiche on West Blvd. we have to support our own! 🍴 +vegan options #BlackLivesMatter,2020-06-06 05:22:18+00:00,#BLM #BlackLivesMatter #BlackLivesMatter,https://twitter.com/diondemetries/status/1269137518223519750,
404,Los Angeles,FRIES 🍟 FRIDAY we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL DISTANCING… https://www.instagram.com/p/CBEhd0FDWMh/?igshid=193ud3vz9fgfk,2020-06-05 22:46:19+00:00,,https://twitter.com/BEWAREOFDANGER/status/1269037865733742592,
405,Los Angeles,Being in quarantine I’m sure many can identify. I DONT FEEL LIKE COOKIN TODAY!!! So look at this amazing menu and hit Postmates Grubhub or ubereats!!! Have a safe weekend everyone!! #letloverule #blacklivesmatter… https://www.instagram.com/p/CBEaF3EFpNh/?igshid=1guspbh73k7j3,2020-06-05 21:41:51+00:00,#letloverule #blacklivesmatter #blacklivesmatter,https://twitter.com/THEREALKIMBURSE/status/1269021643709599744,
406,Los Angeles,Uber Eats is promoting Black owned Restaurants by offering no delivery fees for the remainder the year. They're also giving a million dollar donation to the Equal Justice Initiative and Center for Policing Equity. #UberEats #BLACKBUSINESS #BlackLivesMatter,2020-06-05 06:20:27+00:00,#UberEats #BLACKBUSINESS #BlackLivesMatter #BlackLivesMatter,https://twitter.com/msono22/status/1268789765505036289,
407,Los Angeles,THURSDAY June 4th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CBCutbujiSR/?igshid=olxgyql0zgou,2020-06-05 06:03:34+00:00,,https://twitter.com/BEWAREOFDANGER/status/1268785516020994053,
408,Los Angeles,How about removing altogether or reducing uber eats fees to the black restaurant owners too?,2020-06-05 04:48:13+00:00,,https://twitter.com/kirenbansal/status/1268766552750354432,
409,Los Angeles,Well would you look at that: https://twitter.com/caviar/status/1268676761811775489?s=21,2020-06-05 02:59:25+00:00,,https://twitter.com/JHTScherck/status/1268739173508239360,
410,Los Angeles,"Update: @Postmates, @DoorDash and @UberEats now highlight black owned businesses. Search “Black Owned” on any of the platforms and support ✊🏾 ",2020-06-05 02:50:55+00:00,,https://twitter.com/AlaskasVeryOwn/status/1268737033272320000,
411,Los Angeles,THURSDAY June 4th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CBCWidOD0iW/?igshid=hep7bpvd46ch,2020-06-05 02:32:21+00:00,,https://twitter.com/BEWAREOFDANGER/status/1268732362273304577,
412,Los Angeles,THURSDAY June 4th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CBCC2p-j5-f/?igshid=25udva8xudf0,2020-06-04 23:40:20+00:00,,https://twitter.com/BEWAREOFDANGER/status/1268689072589078528,
413,Los Angeles,@j_herman96 when did you become a ubereats driver.. ,2020-06-04 21:03:57+00:00,,https://twitter.com/LvLDaniel/status/1268649715270184960,
414,Los Angeles,It’s 3 days later and @Postmates now has a highlighted category for black owned businesses ✊🏾 @UberEats hasn’t given me the follow up call they promised and @DoorDash hasn’t reached out to me at all.,2020-06-04 20:41:46+00:00,,https://twitter.com/AlaskasVeryOwn/status/1268644134832599040,
415,Los Angeles,lmao i only made it because i was hungry and it was the only thing in my fridge 😂😩 and uber eats and postmates was down + the curfew. i can’t take it! lol 😂😭,2020-06-04 13:20:03+00:00,,https://twitter.com/tonyleezy/status/1268532972434546688,
416,Los Angeles,Thank you 🙏🏽,2020-06-04 02:26:38+00:00,,https://twitter.com/laffit/status/1268368535970910213,
417,Los Angeles,"Keep learning, and growing as an individual. Don’t let even your own ego keep you from having an open mind. Have a great day! ♥️",2020-06-04 00:24:01+00:00,,https://twitter.com/laffit/status/1268337676656111617,
418,Los Angeles,Downloaded! Thank you!,2020-06-03 23:05:24+00:00,,https://twitter.com/laffit/status/1268317892652621824,
419,Los Angeles,Same!!!,2020-06-03 23:05:10+00:00,,https://twitter.com/laffit/status/1268317834318237697,
420,Los Angeles,"On apps you don’t know what they look like. A restaurant owner can slap a name on something from other cultures. For example, I know a white person that own Korean bbq spot or Taco Bell who was created by a white guy that actually stole the idea from a Mexican family. Knowledge.",2020-06-03 22:19:16+00:00,,https://twitter.com/laffit/status/1268306283775455233,
421,Los Angeles,Ok let’s have a dialogue. Why do you think that’s racist? I think my point is to be aware of where my money is going. I love the feature that lets me know about Locally-Owned. It has been a great tool during this covid 19 pandemic. I am more aware of once again where I am buying.,2020-06-03 21:53:19+00:00,,https://twitter.com/laffit/status/1268299750740090880,
422,Los Angeles,🙌🏽,2020-06-03 18:40:53+00:00,,https://twitter.com/laffit/status/1268251324522434560,
423,Los Angeles,"I would love it if @Postmates @UberEats and @DoorDash would have a feature that showcased Black-owned restaurants in our area. Honestly, a minority-owned feature would be awesome like do with the Support Local Restaurants feature.",2020-06-03 16:02:23+00:00,,https://twitter.com/laffit/status/1268211438050394113,
424,Los Angeles,"@UberEats I just ordered McDonald’s for the second time, it said delivered and NO MCDONAlds at my door ?? Wtf",2020-06-03 11:17:53+00:00,,https://twitter.com/MisnerBobby/status/1268139838508658688,
425,Los Angeles,@UberEats @Uber_Support Nah y’all gotta run me something and I don’t want no weak ass $5 credit.,2020-06-03 07:22:17+00:00,,https://twitter.com/itsjustruff/status/1268080549127573505,
426,Los Angeles,@Uber_Support @UberEats @Uber why have I been waiting for food that was supposed to get delivered an hour ago and can’t cancel without getting charged $25 bc the restaurant is “preparing”? Riddle me that bc y’all really got the game messed up.,2020-06-03 07:10:37+00:00,,https://twitter.com/itsjustruff/status/1268077612871479296,
427,Los Angeles,"Due to the curfew Ambrose Pizza will be open till 6:00pm. Tonight. Online, delivery (DoorDash,postmates,ubereats,Grubhub) will be available till 5:30pm. Thank you and be safe. @Ambrose Pizzeria https://www.instagram.com/p/CA8tMZdDYp2/?igshid=1bqy7p6o77xd",2020-06-02 21:54:51+00:00,,https://twitter.com/ambrose_pizza/status/1267937750663208960,
428,Los Angeles,omg porto’s on uber eats?!? HELL YES!!!!😭😭,2020-06-02 15:46:37+00:00,,https://twitter.com/Jeennnn_v/status/1267845080519331842,
429,Los Angeles,"Ren-Dang | Sate Skewers | OR 🍟. . 📆: Tuesday, 6/2. ⏰: 11am-4pm. Pre-Order/Online Ordering click link🔗 on bio ubereats 🚚 click “order food” on bio. . #stopbyecafe #lafoodtrucks #foodtruck #losangeles #marinadelrey… https://www.instagram.com/p/CA7CBB3nEnB/?igshid=1vz1hgw9ft801",2020-06-02 06:18:20+00:00,#stopbyecafe #lafoodtrucks #foodtruck #losangeles #marinadelrey,https://twitter.com/StopByeCafe/status/1267702067357003777,
430,Los Angeles,@UberEats I’ve placed an order over an hour ago and I still don’t have a driver going to pick up my food! WTF is going on ?,2020-06-02 05:21:58+00:00,,https://twitter.com/adorablejazzzz/status/1267687883898404864,
431,Los Angeles,"I’m so mad. Due to this curfew shit and everything being closed, I have nothing to eat because I was planning to order from Uber Eats 🥴",2020-06-02 02:11:54+00:00,,https://twitter.com/versxxce1/status/1267640053280325633,
432,Los Angeles,Does anybody know if I can still order food off postmates or Uber Eats in LA ?,2020-06-02 01:49:16+00:00,,https://twitter.com/_slaysheen/status/1267634355884527617,
433,Los Angeles,Porto's bakery is on Ubereats 🥰,2020-06-01 22:22:30+00:00,,https://twitter.com/sparxbbyy/status/1267582320271228928,
434,Los Angeles,.@Postmates @UberEats @DoorDash please add badges to your platforms that show which businesses are black owned,2020-06-01 21:37:00+00:00,,https://twitter.com/AlaskasVeryOwn/status/1267570868525256704,
435,Los Angeles,Breaking: @realDonaldTrump ordered a years supply of Big Macs and Diet Coke through UberEats to the White House yesterday night. A $5 coupon was used. Facebook Fact Check: Mark Zuckerberg perosnally verified this post. #USAonFire #MAGA #RegisterToVote #VoteTrumpOut2020,2020-06-01 19:15:14+00:00,#USAonFire #MAGA #RegisterToVote #VoteTrumpOut2020,https://twitter.com/MichelChaires/status/1267535195273441280,
436,Los Angeles,"🇯🇲Monday Vibes 🇯🇲. . . WE ARE OPEN! . . Order Online at http://abeautifullifecafe.com , UBEREATS, POSTMATES, CAVIAR, DOORDASH or call US at 213.972.9900 . . . . . . #losangeles #losangelesfood #losangelesrestaurants… https://www.instagram.com/p/CA5qbeeBEtU/?igshid=15cxpc2uprhha",2020-06-01 17:32:59+00:00,#losangeles #losangelesfood #losangelesrestaurants,https://twitter.com/abljamaicanfood/status/1267509461696098306,
437,Los Angeles,"yoo my roommate was out doing Uber Eats, got pulled over and was given a warning ⚠️",2020-06-01 02:01:16+00:00,,https://twitter.com/calebmarquese/status/1267274988291153920,
438,Los Angeles,UBER eats cancled 😭 everything closed,2020-06-01 01:38:23+00:00,,https://twitter.com/Ibtbanksy/status/1267269227536252934,
439,Los Angeles,"Been a fan for a long time; however I’m sorry love, but we gotta acknowledge what’s going on LA at this very moment.",2020-06-01 01:17:26+00:00,,https://twitter.com/JuanRobertoDGAF/status/1267263955338063872,
440,Los Angeles,I tried ordering off UberEats like at 9pm last night and they shut off all the service to the app,2020-06-01 00:24:07+00:00,,https://twitter.com/LvLDaniel/status/1267250537298227200,
441,Los Angeles,I ordered dinner from uber eats ,2020-05-31 23:38:33+00:00,,https://twitter.com/Ibtbanksy/status/1267239071379685376,
442,Los Angeles,"Stay safe, order in! Curbside pickup and online ordering. https://www.toasttab.com/salvatore-italian-restaurant-125-n-6th-st/v3/ #postmates #ubereats #grubhub #doordash #montebello #picorivera #whittier #sgv… https://www.instagram.com/p/CA3hvWtgkyt/?igshid=ztvgcv17y62h",2020-05-31 21:38:35+00:00,#postmates #ubereats #grubhub #doordash #montebello #picorivera #whittier #sgv,https://twitter.com/SalvatoreRest/status/1267208879995326470,
443,Los Angeles,Fuck this curfew shit. Last night I went to get food after protesting all day and was threatened by police with arrest if I didn’t get back to my house. They gave us less than 30 minutes notice for the curfew. You gonna send out your cops to pick up my Uber eats @LAPDHQ?,2020-05-31 19:25:07+00:00,,https://twitter.com/PeteyPlastic/status/1267175291991896064,
444,Los Angeles,"Damn, they really shut down Uber eats",2020-05-31 04:03:45+00:00,,https://twitter.com/sauljonjon/status/1266943425070288897,
445,Los Angeles,SATURDAY May 30th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CA1LOZRDuGQ/?igshid=or1ib9tfbzpa,2020-05-30 23:43:23+00:00,,https://twitter.com/BEWAREOFDANGER/status/1266877898419396610,
446,Los Angeles,"Hey @UberEats that’s two orders in a row that we’re completely wrong one didn’t even arrive. And now my I have to wait 10 days to get my money back. I think it’s time to delete your app. Fool me once, shame on you, fool me twice shame on me.",2020-05-30 23:26:53+00:00,,https://twitter.com/parisarrowsmith/status/1266873746301702144,
447,Los Angeles,Why would i get out of bed and go to Starbucks when i can just pay an extra $100 on Uber eats to get it brought to me,2020-05-30 18:37:36+00:00,,https://twitter.com/BmurrayInThaCut/status/1266800948401205250,
448,Los Angeles,My kids and I need help to get back on our feet. Help with deposit and 1st month rent. Used car . I only work 11 months my month off with no pay is coming up. I cannot apply for unemployment. Please help. I need a car to start working as Uber eats or Postmates. Please,2020-05-30 15:53:18+00:00,,https://twitter.com/mouseketeers_3/status/1266759599278960641,
449,Los Angeles,Omg can I join? Last a Friday night I used uber eats for the 1st time and ordered 2 pints of vegan ice cream from a fave place and they were out of one flavor but threw in an extra pint!!! Best night ever! Also yes on the frank and open deep conversations 😂😂,2020-05-30 05:27:24+00:00,,https://twitter.com/audgirlout73/status/1266602085400772613,
450,Los Angeles,Getting 1 today lolz yayayay !!!!!!,2020-05-29 20:31:33+00:00,,https://twitter.com/midniteprancer/status/1266467234831929344,
451,Los Angeles,"Sole mio, es un privilegio que tienen mis ojos de volver a verte!",2020-05-29 18:40:48+00:00,,https://twitter.com/Norma1672/status/1266439363639996417,
452,Los Angeles,Look at that ! The Big Baller Burger from the one and only Boss @eggslutalvin available via ubereats from amboy_qualitymeats #breadbar #breadbar_la #elsegundo #losangeles #southbay #manhattanbeach #redondobeach… https://www.instagram.com/p/CAx-ovGnI7u/?igshid=169jzyz0jx1qq,2020-05-29 17:55:38+00:00,#breadbar #breadbar_la #elsegundo #losangeles #southbay #manhattanbeach #redondobeach,https://twitter.com/BREADBAR_LA/status/1266428000150515712,
453,Los Angeles,Better late than never is Uber Eats not life &amp; death politics when innocent citizens on the ground are getting killed.,2020-05-29 17:16:17+00:00,,https://twitter.com/adri16/status/1266418096383733760,
454,Los Angeles,On uber eats but I think it’s la only ? A place called atrium :),2020-05-29 15:25:16+00:00,,https://twitter.com/midniteprancer/status/1266390158984638467,
455,Los Angeles,a mix of starbucks bobatime jamba juice and ubereats me thinks hdhdjdjd ,2020-05-29 05:25:30+00:00,,https://twitter.com/joohoneysgirl/status/1266239219065688064,
456,Los Angeles,THURSDAY MAY 28th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CAv82SAjhh0/?igshid=a66nar69a6cc,2020-05-28 23:01:34+00:00,,https://twitter.com/BEWAREOFDANGER/status/1266142598961520641,
457,Los Angeles,La publicidad de Uber Eats y Postmates se puede extender a otros servicios. Ej: (jeva o tipo super elegantes entra en cámara) -Esta noche me como un culito. (Y abre la aplicación de Tinder o Grindr).,2020-05-28 18:22:42+00:00,,https://twitter.com/camilo_hdezd/status/1266072421343219712,
458,Los Angeles,Uber Eats about to charge me $74 for a $12 meal 🤦🏽‍♀️,2020-05-28 05:33:34+00:00,,https://twitter.com/KatiraChristmas/status/1265878864590278657,
459,Los Angeles,WEDNESDAY May 27th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CAt5KDtDGRp/?igshid=14zzrwv00vq87,2020-05-28 03:50:49+00:00,,https://twitter.com/BEWAREOFDANGER/status/1265853005896785920,
460,Los Angeles,Cosign,2020-05-28 01:56:43+00:00,,https://twitter.com/StevenVsPharma/status/1265824291578241027,
461,Los Angeles,Uber Eats just bleesed me w/ some @staplepigeon X @shakeshack collab sweatpants 🙏🏽,2020-05-28 01:11:41+00:00,,https://twitter.com/calebmarquese/status/1265812959676096512,
462,Los Angeles,WEDNESDAY May 27th we’re at ⭐️HOLLYWOOD WALK OF FAME⭐️ 📍6411 Hollywood Blvd Los Angeles CA 90028 from 6pm-12am🕰 ORDER ONLINE @postmates @grubhub ubereats 🚘CALL!!! 949-280-2796 PICK UP ONLY ☎️ PRACTICE SOCIAL… https://www.instagram.com/p/CAtiPnfjv2O/?igshid=1tqajr469swlb,2020-05-28 00:30:35+00:00,,https://twitter.com/BEWAREOFDANGER/status/1265802615952113666,
463,Los Angeles,"Tell me how I ordered @UberEats to be brought to the door, then this happened, I told the dude I was on a call and he called me ANYWAY and ENDED UP PUTTING THE BAG OF FOOD SIDEWAYS AND SOME OF MY CHICKEN PIECES FELL OUT 😭 I should’ve taken a photo but didn’t have my phone 🤦🏻‍♀️ ",2020-05-27 20:20:06+00:00,,https://twitter.com/xotamsox/status/1265739577857241089,
464,Los Angeles,I fucking hate that Uber eats commercial w John legend,2020-05-27 18:26:09+00:00,,https://twitter.com/ceoofgoth/status/1265710901232939010,
465,Los Angeles,Omg yum,2020-05-27 18:02:52+00:00,,https://twitter.com/thetasteofla/status/1265705043388280832,
466,Los Angeles,"💛Patty Lovers💛... FRIDAY VIBES... We’re OPEN 11am-7pm 🇯🇲 order at http://abeautifullifecafe.com, UBEREATS, POSTMATES, CAVIAR &amp; DOORDASH or PICK UP/TAKE OUT at 216 S Spring st. DTLA/ Call Ahead: 📱 (213) 972.9900… https://www.instagram.com/p/CAsv_kcBybf/?igshid=15oe0drgtnx2l",2020-05-27 17:11:29+00:00,,https://twitter.com/abljamaicanfood/status/1265692110453379072,
